,Tweets,id,len,date,source,likes,retweets
366,***Additional Video*** https://t.co/ToC55lx43c,1506472713057030148,46,2022-03-23 03:27:38+00:00,Twitter Web App,43,45
367,"🚨WANTED for an ASSAULT: On 3/14/22 at approx. 3:57 PM, inside the Van Siclen Ave train station @NYPD75PCT Brooklyn.  The suspects punched and kicked a 14 year-old victim on the head and body.  Any info call us at 800-577-TIPS  Reward up to $3,500. https://t.co/iBLDHy0Ilx",1506472691687120901,271,2022-03-23 03:27:33+00:00,Twitter Web App,84,111
368,"WANTED for ROBBERY: On 3/19/22 @ 2:41 PM, @NYPD13PCT inside 29 E 19 St the unidentified individuals enter the location &amp; begin removing property when approached by a female she was assaulted as the subject's fled. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/A5qWVAkpr1",1506414923018031105,308,2022-03-22 23:38:00+00:00,Twitter Web App,25,29
369,WANTED for A Robbery in the vicinity of Nagle Avenue and Dyckman Street . #Manhattan @NYPD34pct on 3/16/22 @ 3:50 AM two individuals displayed a firearm and forced victim into his apartment and removed hid property. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/8aH8ywart3,1506120535448637448,303,2022-03-22 04:08:12+00:00,Twitter for iPad,55,55
370,WANTED for A Forcible Touching in the vicinity of Harbor Road . #StatenIsland @NYPD121pct on 3/10/22 @ 1:30 PM an unidentified male touched the 13-year-old female victim’s private area over the clothing before fleeing. Reward up to $3500 Call 1-800-577-TIPS CONFIDENTIAL! https://t.co/fDhXRHjbSL,1506119104142667777,295,2022-03-22 04:02:31+00:00,Twitter for iPad,22,16
371,WANTED for A Robbery in the vicinity of West 192nd Street and Jerome Avenue. #Bronx @NYPD52pct on 3/10/22 @ 11:00 PM individual approached the victim and punched him in the face and took his property. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/cwXKnKUDbc,1506118518143660034,288,2022-03-22 04:00:11+00:00,Twitter for iPad,19,17
372,WANTED for A Robbery in the vicinity of McClellan Street and Gerard Avenue. #Bronx @NYPD44pct on 3/7/22 @ 2:00 PM 4 individuals assaulted the male victim with bats and a stun gun following a dispute and removed his sneakers. Reward up to $3500 Call 1-800-577-TIPS CONFIDENTIAL! https://t.co/vDfqt5wKaw,1506094146460782593,301,2022-03-22 02:23:21+00:00,Twitter for iPad,32,42
373,WANTED for A Forcible Touching East Broadway F line subway station. #Manhattan @NYPD7pct on 3/21/22 @ 8:10 AM Male approached the victim and grabbed her buttocks and breast. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/TDUABN905c,1506093532586598403,261,2022-03-22 02:20:54+00:00,Twitter for iPad,20,18
374,🚨WANTED￼🚨for A ROBBERY in the vicinity of Allerton Ave &amp; Williams bridge Rd  #Bronx  @NYPD49pct on 3/7/22@ 3P.M. the individual simulated a firearm &amp; took the victim’s vehicle.￼💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/uBxW444v6C,1505749653375139840,289,2022-03-21 03:34:27+00:00,Twitter for iPad,27,24
375,"￼🚨WANTED￼🚨for A ROBBERY in front of 520 Morris Park Ave  #Bronx @NYPD49Pct on 3/20/22 the individual forcibly removed a 29-y/o victim’s bag from her shoulders, knocking her to the ground.💰Reward up to $3500 Know this person?￼☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/l0Gs0v7oSO",1505733742903582720,294,2022-03-21 02:31:14+00:00,Twitter for iPad,37,40
376,🚨WANTED🚨for a Commercial Robbery located at 241 Crescent Street #cypresshills #brooklyn On 3/14/22 @ 11:30 AM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/mxzRf0nX9E,1505491335515676674,254,2022-03-20 10:27:59+00:00,Twitter for iPad,54,59
377,"🚨WANTED🚨for a Robbery inside of the Jackson Avenue station, on the northbound #2,5 line platform #bronx On 3/16/22 @ 3:40 PM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/OO081O30Ye",1505488371493257216,269,2022-03-20 10:16:13+00:00,Twitter for iPad,48,52
378,🚨WANTED🚨for an Attempted Murder &amp; Attempted Rape on West 123 Street between Lenox Avenue and Adam Clayton Boulevard #harlem #manhattan On 3/18/22 @ 11:30 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/8lEiqRczAE,1505486575278473217,301,2022-03-20 10:09:04+00:00,Twitter for iPad,53,55
379,WANTED for A Robbery in the vicinity of West 181 Street and Audubon Avenue. #Manhattan @NYPD34pct on 3/18/22 @ 12:57 PM Suspect approached victim displayed firearm and took her necklace and pendant. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/ahfp6WMqKr,1505399420497674245,286,2022-03-20 04:22:45+00:00,Twitter for iPad,36,40
380,WANTED for A Forcible Touching in the vicinity of Sutter Avenue and Van Siclen Avenue  . #Brooklyn @NYPD75pct on 2/11/22 @ 9:15 PM An unknown individual approached victim and grabbed her buttocks. Reward up $3500 Know who they are? Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/NJwVJD3IW1,1505390976336109570,300,2022-03-20 03:49:12+00:00,Twitter for iPad,29,31
381,"WANTED for AN Robbery at 4520 Broadway street . #Manhattan @NYPD34pct on 3/18/22 @ 5:05 AM Reward up to $3500 an unknown individual entered the location and ordered food and when asked to pay , he displayed a firearm and demanded money. Call 1-800-577-TIPS CONFIDENTIAL! https://t.co/kfytfhUX0L",1505378294593732608,294,2022-03-20 02:58:48+00:00,Twitter for iPad,33,32
382,"WANTED for ROBBERY: On 3/18/22 @ 3:37 AM, @NYPD1PCT, in front of 140 Thompson St. The unidentified individuals approached a 25-year-old victim from opposite directions displaying a knife and removed her property. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/b0tjE8Hgh9",1505106930179657731,303,2022-03-19 09:00:30+00:00,Twitter Web App,80,71
383,"WANTED for FORCIBLE TOUCHING: On 3/18/22 @ 11:40 AM, @NYPD49PCT, inside 1750 East Gun Hill Rd the unidentified individual approached a 31-year-old victim and grabbed her buttocks over her clothing. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/gRqYkfcrWT",1505105873940668416,288,2022-03-19 08:56:18+00:00,Twitter Web App,35,39
384,"WANTED for ROBBERY: On 3/18/22 @ 5:05 AM, @NYPD34PCT, inside 4520 Broadway the unidentified individual ordered food. When the individual was asked to pay for the food, he displayed a firearm and demanded money. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/Rgrk2yz0IG",1505104988376211457,301,2022-03-19 08:52:47+00:00,Twitter Web App,18,16
385,"WANTED for ASSAULT: On 3/3/22 @ 11:52 AM, @NYPD110PCT @NYPDTransit on board a “E” Train approaching 74 St. &amp; Roosevelt ave., individual assaulted two victims with a glass liquor bottle. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/8PuTgeZF0n",1504755223847489547,280,2022-03-18 09:42:57+00:00,Twitter for iPad,27,24
386,"WANTED for BURGLARY: On 3/9/22 @ 10:05 AM, @NYPD103PCT, at a house of worship located at 181-14 Hillside Ave the unidentified individual forcibly opened a door to the location &amp; removed property. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/YaCh19CnRi",1504621712608014336,290,2022-03-18 00:52:25+00:00,Twitter Web App,14,20
387,"WANTED for FORCIBLE TOUCHING: On 3/17/22 @ 11:20 PM, @NYPD70PCT, in the vicinity of Lenox Rd &amp; Flatbush Ave the unidentified individual approached a 31 year-old female &amp; grabbed the victim's breasts and buttocks . Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/cWh5A3rGAE",1504621027686559747,312,2022-03-18 00:49:42+00:00,Twitter Web App,18,20
388,"WANTED for SEX ABUSE: On 3/14/22 @ 7:25 PM, @NYPD114PCT at the Astoria Boulevard train station the unidentified individual approached a 29 year-old female &amp; rubbed the victim's buttocks. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/j4qdkrpqDl",1504620211999289344,281,2022-03-18 00:46:27+00:00,Twitter Web App,20,22
389,"WANTED for SEX ABUSE: On 3/14/22 @ 7:30 AM, @NYPD110PCT in the vicinity of 43 Avenue and 97th Place the unidentified individual approached an 11 year-old female &amp; grabbed her buttocks. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/Mnf4ULHIss",1504619446018715648,279,2022-03-18 00:43:25+00:00,Twitter Web App,26,32
390,WANTED for RECKLESS ENDANGERMENT: On 3/7/22 @ 1:38 AM @NYPD46PCT in the vicinity of Montgomery Ave &amp; Popham Ave the unidentified individuals were banging on an apt door &amp; then discharged a firearm into the door. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/ouQ0hO5q02,1504344998644494338,310,2022-03-17 06:32:51+00:00,Twitter Web App,22,18
391,"WANTED for ROBBERY: On 2/28/22 @ 11:15 AM, @NYPD102PCT in the vicinity of 95 Ave &amp; 83 St the subjects posed as Con Edison workers displaying firearms while forcing their way into the location to remove property. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/FI8gQmvEmx",1504343212743348225,306,2022-03-17 06:25:45+00:00,Twitter Web App,26,29
392,"WANTED for ASSAULT: On 3/1/22 @ 8:10 PM, @NYPD46PCT in the vicinity of Marion Ave &amp; E 187 St the unidentified individual assaulted &amp; removed property from a 53-year-old victim. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/ESfaDGfTYr",1504313339878555650,275,2022-03-17 04:27:03+00:00,Twitter Web App,32,28
393,"WANTED for ASSAULT: On 3/14/22 @ 8:52 PM, @NYPD77PCT in the vicinity of Sterling Pl &amp; Buffalo Ave the unidentified individuals approached a 16-year-old victim @ a doorway displaying and discharging a firearm striking the victim. Any info call us @ 800-577-TIPS or DM NYPDTips. https://t.co/OztrwyEIFD",1504311676119642116,304,2022-03-17 04:20:27+00:00,Twitter Web App,25,20
394,"WANTED for ROBBERY: On 3/15/22 @ 4:25 PM, @NYPD26PCT the unidentified individuals on dirt bikes approached a 64-year-old victim &amp; his 36-year-old son who were seated inside of their vehicle at St Nicholas Terrace &amp; W 127 St. The victims were pulled from the vehicle &amp; assaulted. https://t.co/XFJquLMA9Z",1504310323020451842,314,2022-03-17 04:15:04+00:00,Twitter Web App,51,41
395,"WANTED For Robbery: On Thursday March 10, 2022 At Approx. 10 P.M., in front of 735 Magenta St. @nypd47pct, a unknown individual a slashed a 31 year old male and removed victim’s property.    Call @ 800-577-TIPS or DM NYPDTips Reward up to $3500.00 https://t.co/fWnucSSYkQ",1504195866277691398,271,2022-03-16 20:40:15+00:00,Twitter Web App,23,23
396,WANTED for A Police impersonation/ Robbery  in front of 80 W. Kingsbridge Road. #Bronx @NYPD52pct on 2/8/22 @ 3:20 AM Two men who identified themselves as Police Officers pushed the victim against a wall and removed his wallet and cellphone. Reward up to $3500 Call 1-800-577-TIPS https://t.co/pKtrZJP2T2,1504024414039519232,304,2022-03-16 09:18:58+00:00,Twitter for iPad,19,14
397,WANTED for AN Assault at the northeast corner of Bowery and East 3 Street. #Manhattan @NYPD9pct on 3/12/22 @ 1:10 AM after n initial verbal dispute the suspect struck the victim in the neck with unknown object. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/9gAHkz1Q4F,1504022493954248712,298,2022-03-16 09:11:20+00:00,Twitter for iPad,25,18
398,WANTED for A Robbery front of 1150 Grand Concourse. #Bronx @NYPD44pct on 3/14/22 @ 7:15 PM the suspect approached victim told him he had a gun and fled in victims vehicle. Reward up to $3500 Know who they are? Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/MbQmv8pqVU,1503958266560327682,278,2022-03-16 04:56:07+00:00,Twitter for iPad,40,30
399,WANTED for AN Assault located at 102 Street and Rockaway Boulevard. #Queens @NYPD106pct on 3/15/22 @ 10:27 AM an unknown male walking with unknown female approached victims and displayed a sharp cutting instrument and stabbed both male victims Reward up to $3500 Call 1-800-577 https://t.co/H6IEhjvvJA,1503929385782497282,301,2022-03-16 03:01:21+00:00,Twitter for iPad,26,29
